,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,netflix_title
0,False,/w6sATpIMdqnkfhcET2QLABqZaIB.jpg,[99],653574,en,Dick Johnson Is Dead,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her family’s dark humor, she celebrates Dr. Dick Johnson’s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all.",8.897,/2h8bkpyGK0U5cVCH79Hzw1LT5qn.jpg,2020-01-23,Dick Johnson Is Dead,False,7.305,110,Dick Johnson Is Dead
1,False,/ugukqzx4gSzBd1yzmbWEHLkpGaS.jpg,"[16, 10751, 14, 35, 12]",597316,en,My Little Pony: A New Generation,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",27.699,/hzq5XRGgm6NDMOW1idUvbpGqEkv.jpg,2021-09-23,My Little Pony: A New Generation,False,7.8,263,My Little Pony: A New Generation
2,False,/8Kg9PV1NRIwS6emC46NcUwHCmDW.jpg,"[18, 14, 36, 878]",68351,en,Sankofa,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",1.851,/t5PTcnhZgHzL7HUZKQP95UQDD5o.jpg,1993-05-28,Sankofa,False,6.0,11,Sankofa
3,False,/1tDelhmpG8KzFdU3QvOhBScm4sS.jpg,[18],468225,en,The Starling,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,9.418,/gPkaPGNbjZCeRurSYGi0JD63DBa.jpg,2021-09-17,The Starling,False,7.072,242,The Starling
4,False,/bhTMwf7XO4mbk4plgvFjq7tzoWt.jpg,"[18, 53]",683641,de,Je suis Karl,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",6.457,/u9BbGSO1JWl7ymewtzFJTn1XyUv.jpg,2021-09-16,Je suis Karl,False,5.233,43,Je Suis Karl
5,False,/yMJBNo0FgTKeh5u9hrUBdUuUdSI.jpg,"[35, 18]",786705,pt,Confissões de uma Garota Excluída,"When the clever but socially-awkward Tetê joins a new school, she'll do anything to fit in. But the queen bee among her classmates has other ideas.",10.446,/fRxz9cKaCOF5noUBvoA6cebOdUE.jpg,2021-09-22,Confessions of an Invisible Girl,False,6.846,204,Confessions of an Invisible Girl
6,False,/mopiltTJnds8foyeXVdte9LmJpr.jpg,"[99, 36]",683398,es,El hombre más peligroso de Europa: Otto Skorzeny en España,"Waffen-SS officer Otto Skorzeny (1908-75) became famous for his participation in daring military actions during World War II. In 1947 he was judged and imprisoned, but he escaped less than a year later and found a safe haven in Spain, ruled with an iron hand by General Francisco Franco. What did he do during the many years he spent there?",4.385,/4ftSXSlgZvp4IDuOmX7Px40q60X.jpg,2020-01-29,The Most Dangerous Man in Europe: Otto Skorzeny's After War,False,6.6,11,Europe's Most Dangerous Man: Otto Skorzeny in Spain
7,False,/oM7AstNYo6eSkgAieXvsIxTPPDv.jpg,[53],785752,en,Intrusion,"When a husband and wife move to a small town, a home invasion leaves the wife traumatized and suspicious that those around her might not be who they seem.",14.028,/o6ozTBflWXlBje0uxJv4m6s4HTq.jpg,2021-09-22,Intrusion,False,6.006,570,Intrusion
8,False,/cMQsrmk6FZpsZioJ3niCiFQ2a1C.jpg,"[16, 10751]",876576,en,Go! Go! Cory Carson: Chrissy Takes the Wheel,"From arcade games to sled days and hiccup cures, Cory Carson’s curious little sister Chrissy speeds off on her own for fun and adventure all over town!",13.761,/eZvpTcUk0L8paEqegXzUcJa9nG.jpg,2021-09-21,Go! Go! Cory Carson: Chrissy Takes the Wheel,False,5.8,24,Go! Go! Cory Carson: Chrissy Takes the Wheel
9,False,,"[35, 10749]",393295,de,Jeans,A movie about the differences between girls and boys.,0.6,,2001-06-24,Jeans,False,0.0,0,Jeans
10,False,/em2X6JSHaioKsRS3StUO3hpbuVg.jpg,"[35, 10749, 18]",79328,ta,மின்சார கனவு,"Priya decides that she wants to be a nun, much to the horror of her father and Thomas, the boy who is in love with her. Thomas decides to enlist the help of Deva to change her mind.",2.932,/fAet30jOD12zba47n5MsfeMSLWD.jpg,1997-01-14,Minsara Kanavu,False,6.708,12,Minsara Kanavu
11,False,/kARonxQpuSZdFraTKlCThWOBCtu.jpg,[35],38365,en,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",63.796,/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg,2010-06-24,Grown Ups,False,6.355,5397,Grown Ups
12,False,/oLuAgHcYk9UrulfFJCmYfcnvmgB.jpg,"[878, 53, 27]",145135,en,Dark Skies,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.",14.74,/euLgEo2kvuLjYxbfOekWF3l82t6.jpg,2013-02-21,Dark Skies,False,6.294,1606,Dark Skies
13,False,/en93K3Oj8bNZ6Lq8CXqBT44gedP.jpg,"[18, 53]",115348,en,Paranoia,"An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price—he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.",10.7,/isbiljuGztxLlcOvrSw5FkQDGEd.jpg,2013-08-14,Paranoia,False,5.7,766,Paranoia
14,False,/1kgtcEI8WotgxBR6N69tWhyzPBY.jpg,"[18, 10749]",862701,hi,अनकही कहानियाँ,"As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",3.928,/2B33UMfA8Yr79qP7g90eMSLggXm.jpg,2021-09-17,Ankahi Kahaniya,False,6.5,12,Ankahi Kahaniya
15,False,/2Odkjdl9x7HJQaOdEPG3MTz5MNP.jpg,"[18, 53]",840427,ro,Tata mută munții,"Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.",8.156,/d2aGQwebCkXqNqOVYGqOzPhguCa.jpg,2021-07-25,The Father Who Moves Mountains,False,5.947,75,The Father Who Moves Mountains
16,False,/vkIJ2QgcKMJRvi6pBW4Tr2kgLdy.jpg,"[53, 28, 80]",637534,fr,BAC Nord,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",24.069,/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg,2021-08-18,The Stronghold,False,7.442,1033,The Stronghold
17,False,/sny1LWyTfB4NSHXjWvwrKBABacN.jpg,"[28, 18]",408266,en,Birth of the Dragon,"Set against the backdrop of San Francisco’s Chinatown, this cross-cultural biopic chronicles Bruce Lee’s emergence as a martial-arts superstar after his legendary secret showdown with fellow martial artist Wong Jack Man.",14.396,/a7HY9butbuO8XwB3uBxQ98MBxd4.jpg,2017-08-25,Birth of the Dragon,False,5.8,262,Birth of the Dragon
18,False,/p3DeIBpSrg0R0yCIRhgEMvfY7mb.jpg,"[27, 53, 12]",578,en,Jaws,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",35.76,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,1975-06-20,Jaws,False,7.653,9149,Jaws
19,False,/qNsLlAE9Sp34AYkaMw5083Xa660.jpg,"[27, 53]",579,en,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,14.273,/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg,1978-06-16,Jaws 2,False,5.963,1634,Jaws 2
20,False,/mkTHOurFPTI0tobrregK7NpaLzy.jpg,"[53, 27]",17692,en,Jaws 3-D,"This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark wreaking havoc on the visitors in the park.",17.609,/kqDXj53F9paqVGJLGfHtz7giJ3s.jpg,1983-07-22,Jaws 3-D,False,4.45,1093,Jaws 3
21,False,/cJyQfwSEa5IjOdeNTuiWjciVbou.jpg,"[12, 53, 27]",580,en,Jaws: The Revenge,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.",15.271,/kGiaOztahZV2x7bil7sbk7fb6ob.jpg,1987-07-17,Jaws: The Revenge,False,4.064,872,Jaws: The Revenge
22,False,/5R4DKNH6uQNVfCmTSv4HOSihCTS.jpg,[99],866529,en,My Heroes Were Cowboys,"Robin Wiltshire's painful childhood was rescued by Westerns. Now he lives on the frontier of his dreams, training the horses he loves for the big screen.",2.786,/pZwLqOPiBrrUCheVTVB17ix2ap.jpg,2021-09-16,My Heroes Were Cowboys,False,6.9,8,My Heroes Were Cowboys
23,False,/kXRskNzFiTxi5xwsM6hDmOTGae7.jpg,"[28, 53]",59961,en,Safe House,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",15.081,/7SYBPjv5ywF6cI4BSFFtlDyChT2.jpg,2012-02-08,Safe House,False,6.438,3195,Safe House
24,False,/nuO8o9ltxhI7AZQxePavEZ4TyHa.jpg,"[28, 80, 18]",2034,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",25.232,/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,2001-10-05,Training Day,False,7.5,5150,Training Day
25,False,/40XTRnRRDZ4TzbjcrfW3WvtSsKW.jpg,"[28, 16, 12, 14]",22537,ja,犬夜叉 鏡の中の夢幻城,"With their most formidable foe vanquished, Inuyasha and his comrades begin returning to their everyday lives. But their peace is fleeting as another adversary emerges: Kaguya, the self-proclaimed princess from the Moon of Legend, hatches a plot to plunge the world into an eternal night of the full moon. Inuyasha, Kagome, Miroku, Sango and Shippou must reunite to confront the new menace.",25.222,/dDhXuKzGLz3mG8Uz5j06NAVv3cy.jpg,2002-12-22,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,False,7.689,127,InuYasha the Movie 2: The Castle Beyond the Looking Glass
26,False,/v4aulZlrAASAduoBw5ZYdsTR0E5.jpg,"[16, 14, 12]",34295,ja,映画犬夜叉 天下覇道の剣,"Inuyasha and his brother, Sesshomaru, each inherited a sword from their father after his death. However, their father had a third sword, named Sounga, that he sealed away. Seven hundreds years after his death, Sounga awakens and threatens mankind's very existence. How will the children of the Great Dog Demon stop this unimaginable power?",30.278,/5MbXmcxOJ8wrXZ4kmikiI72Ipbe.jpg,2003-12-20,Inuyasha the Movie 3: Swords of an Honorable Ruler,False,7.8,122,InuYasha the Movie 3: Swords of an Honorable Ruler
27,False,/dEeclgUEcAOhBRwLjW58Qk6lRvi.jpg,"[14, 16, 12]",34297,ja,犬夜叉 紅蓮の蓬莱島,"The mysterious island of Houraijima has reappeared after 50 years, and with its reappearance has brought the attack of four gods, the Shitoushin, who have their eyes set on the powers that protect and sustain the island. Now it's up to Inuyasha and his friends, along with Sesshoumaru, to find a way to defeat the powerful Shitoushin.",24.795,/Am3rBqYfNmeLqv3JULfUjxXQgNS.jpg,2004-12-23,Inuyasha the Movie 4: Fire on the Mystic Island,False,7.6,95,InuYasha the Movie 4: Fire on the Mystic Island
28,False,/aWg40fkUvghFwrCya2fHvAEvjud.jpg,"[28, 16, 12, 14]",42360,ja,犬夜叉 時代を越える想い,"InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever.",28.655,/geid1g2qQ4MuveUHVchrPfCkbX0.jpg,2001-12-15,Inuyasha the Movie: Affections Touching Across Time,False,7.7,159,InuYasha the Movie: Affections Touching Across Time
29,False,/Abv3ZtGV2NXxPimArb3LDLg2bDH.jpg,"[53, 16, 28, 35, 27, 9648]",75624,ja,劇場版 NARUTO -ナルト- ブラッド・プリズン,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",49.886,/4WT7zYFpe0fsbg6TitppiHddWAh.jpg,2011-07-30,Naruto Shippuden the Movie: Blood Prison,False,7.271,495,Naruto Shippuden the Movie: Blood Prison
30,False,/xzIaIFXs14vr5BGoAQ2IJsQ60EB.jpg,"[14, 16, 28]",17581,ja,劇場版 NARUTO -ナルト- 疾風伝 絆,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",41.658,/bBqEiQbbfyt4MWR3NhDZMbS4Wp8.jpg,2008-08-02,Naruto Shippuden the Movie: Bonds,False,7.221,378,Naruto Shippûden the Movie: Bonds
31,False,/fq5r99Uwr0TEG1yc903LgPNNA9k.jpg,"[28, 12, 35, 18, 14, 16]",36728,ja,劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,"Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.",32.887,/csSsO9oXTIpOVxA3xXYbEzd6IKy.jpg,2009-08-01,Naruto Shippuden the Movie: The Will of Fire,False,7.205,374,Naruto Shippûden the Movie: The Will of Fire
32,False,/mUC2BS04DlszdqJQ9vz9MFuPiDd.jpg,"[16, 28, 14]",20982,ja,劇場版 NARUTO -ナルト- 疾風伝,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",88.034,/vDkct38sSFSWJIATlfJw0l3QOIR.jpg,2007-08-04,Naruto Shippuden the Movie,False,7.189,661,Naruto Shippuden: The Movie
33,False,/a4MrZ711OIObIhSGF8SqcZQTyZo.jpg,"[12, 28, 16]",50723,ja,劇場版 NARUTO -ナルト- 疾風伝 ザ・ロストタワー,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",36.189,/6e2YvN1tQK4xQHlmy7GJTuXOt2u.jpg,2010-07-31,Naruto Shippuden the Movie: The Lost Tower,False,6.992,376,Naruto Shippuden: The Movie: The Lost Tower
34,False,/ldwWnaWoW8ziEFflimoraZouyvB.jpg,"[16, 12, 14]",16910,ja,劇場版 NARUTO -ナルト- 大激突!幻の地底遺跡だってばよ,"Naruto, Shikamaru, and Sakura are executing their mission of delivering a lost pet to a certain village. However, right in the midst of things, troops led by the mysterious knight, Temujin, attack them. In the violent battle, the three become separated. Temujin challenges Naruto to a fight and at the end of the fierce battle, both fall together from a high cliff...",20.907,/itKMldwL6uhUZYO3X78NOFU4zzO.jpg,2005-08-06,Naruto the Movie: Legend of the Stone of Gelel,False,6.538,313,Naruto the Movie 2: Legend of the Stone of Gelel
35,False,/j2oX7UeZJJD6tUczrVECcJCdLaG.jpg,"[12, 16, 28]",18861,ja,劇場版 NARUTO -ナルト- 大興奮!みかづき島のアニマル騒動だってばよ,"Naruto Uzumaki, Kakashi Hatake, Sakura Haruno, and Rock Lee are assigned to protect the prince of the Land of the Moon, Michiru, during his world trip; other escorts had been hired, but quit due to being treated poorly. The Land of the Moon is a very wealthy nation, so Michiru tends to buy whatever he wants, and has a very materialistic worldview. His Hikaru, also acts in much the same manner.",36.404,/uHOlbIt1s90TL3JHI3JXwBBQOP6.jpg,2006-08-05,Naruto the Movie: Guardians of the Crescent Moon Kingdom,False,7.033,289,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom
36,False,/zAoKH1cGILwwoe7dpMMyVIAom9a.jpg,"[35, 28, 16, 12]",16907,ja,劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!,"Naruto is thrilled when he is sent on a mission to protect his favorite actress, Yukie Fujikaze, on the set of her new movie, The Adventures of Princess Gale. But when the crew ventures out to film in the icy, foreboding Land of Snow, Yukie mysteriously flees! Naruto and his squad set off to find her... unaware that three Snow Ninja lie in wait, with a sinister purpose that will force Yukie to face her hidden past!",23.88,/imBsBkySpNJ4eXZxpRnbfSl2mwn.jpg,2004-08-21,Naruto the Movie: Ninja Clash in the Land of Snow,False,7.231,442,Naruto the Movie: Ninja Clash in the Land of Snow
37,False,/piz0BFUJ4Bro4BFzxxkNpsGCmOd.jpg,"[14, 10751, 27]",739990,en,Nightbooks,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",29.323,/ysJte1iqN8pFQ470tumnViB1wHP.jpg,2021-09-15,Nightbooks,False,6.268,306,Nightbooks
38,False,/a3Qmei4RMV6Ivq9gABbL7AeMJbP.jpg,[99],855823,en,Schumacher,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",8.982,/anML75BmiZ8jg4C9UsbMpmSD4Ct.jpg,2021-09-15,Schumacher,False,7.357,311,Schumacher
39,False,/r3G7xVbzCSi6tmtqVYul7AvD34E.jpg,"[16, 10751]",874104,en,A StoryBots Space Adventure,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,1.109,/49Tbnvhw3wFdXPwh4K6t6UOHkpi.jpg,2021-11-09,A StoryBots Space Adventure,False,2.0,1,A StoryBots Space Adventure
40,False,/8lUYBdpIo8ysI9UzVn8Zs1AwB5x.jpg,[18],570465,en,King of Boys,"The story of Alhaja Eniola Salami, a businesswoman and philanthropist with a checkered past and a promising political future. As her political ambitions see her outgrowing the underworld connections responsible for her considerable wealth, she's drawn into a power struggle that threatens everything she holds dear.",2.59,/3nO3VboeVLVOwIHMkTRIwTrrKQP.jpg,2018-10-26,King of Boys,False,6.3,10,King of Boys
41,False,/lmp0LCbbuZEJlA9BtadKTf6kUHZ.jpg,"[28, 12]",869589,en,You vs. Wild: Out Cold,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",2.298,/k69MwGlDXT3sh0k7w47ORxhFgzh.jpg,2021-09-14,You vs. Wild: Out Cold,False,6.115,13,You vs. Wild: Out Cold
42,False,/eYJoW8ABsPK6XEmngCA1GifDVlz.jpg,[],874467,en,Little Singham - Black Shadow,Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal's new evil plans! Can his inner strength help him defeat the enemy?,0.6,,,Little Singham - Black Shadow,False,10.0,1,Little Singham - Black Shadow
43,False,/gAv25JelDgr0w2P1q6gcmJ6MSzh.jpg,"[18, 35]",620637,ta,துக்ளக் தர்பார்,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2.353,/Ajxa9eE4vojurvYqSmRQVLSh6bt.jpg,2021-09-10,Tughlaq Durbar,False,6.3,8,Tughlaq Durbar
44,False,/494bVeWKJ3DlCRHQu7kaPyskou9.jpg,"[16, 10751, 12, 14]",523366,en,Dragon Rider,"An unlikely trio of heroes – a dragon, a boy and a forest brownie – embark on an epic adventure to find the “Rim of Heaven” - the mythological safe haven for all dragons.",10.842,/ucDrOXUrVnr9X3ZmXP2Q68HDIHr.jpg,2020-10-15,Dragon Rider,False,7.246,138,Firedrake the Silver Dragon
45,False,/ufy3U0Kf9fvbgm6DEhJS68RERys.jpg,[28],597891,en,Kate,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,24.706,/uJgdT1boTSP0dDIjdTgGleg71l4.jpg,2021-09-10,Kate,False,6.679,1257,Kate
46,False,/3U4sd7IJx1rMoqJp9K7N1E6bTOP.jpg,[35],790682,en,Omo Ghetto: The Saga,Omo Ghetto (Child of the Ghetto) franchise tells the story of twin sisters leading separate lives but are reunited by series of dramatic twists.,2.091,/yAFYuGRA9D1phwDvEfzVZKAJYkF.jpg,2020-12-25,Omo Ghetto: The Saga,False,4.3,3,Omo Ghetto: the Saga
47,False,/7ZO9yoEU2fAHKhmJWfAc2QIPWJg.jpg,"[53, 28, 878]",766507,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",200.425,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,2022-08-02,Prey,False,7.793,5457,Prey
48,False,/8ETxVtj2apApnVZeRLUNGZaFeh.jpg,"[99, 36]",861604,en,Blood Brothers: Malcolm X & Muhammad Ali,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",5.742,/kdOXdPIgbbCHXb51tWJZ0r8kZfe.jpg,2021-09-09,Blood Brothers: Malcolm X & Muhammad Ali,False,7.327,26,Blood Brothers: Malcolm X & Muhammad Ali
49,False,/kE6CAAJBtECOnDXyx4suUU79TCP.jpg,"[14, 878, 53]",487083,en,Paradise Hills,"A young woman is sent to Paradise Hills to be reformed, only to learn that the high-class facility's beautiful facade hides a sinister secret.",12.195,/6DX7aKXh6ZT7W7dBZCn1c4tOBFp.jpg,2019-08-29,Paradise Hills,False,5.965,458,Paradise Hills
50,False,/4nc2th2nhJOGedJZh0peQPaApPt.jpg,"[99, 80]",866127,fr,Les femmes et l'assassin,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,4.876,/4pNmisYcsu3fsC5XlOpt0LbyjA7.jpg,2021-09-09,The Women and the Murderer,False,6.224,29,The Women and the Murderer
51,False,/solT9gv8u4dZYPFvV43BU2VHehx.jpg,"[10749, 18]",726916,sv,Vinterviken,"Elisabeth and John-John live in the same city, but they inhabit different worlds.",10.798,/g1OngP0vWRGrafk99vBgz6i4Xln.jpg,2021-09-08,JJ+E,False,5.618,106,JJ+E
52,False,/pk1zexoUCtjFs761W48QyIPzwCj.jpg,"[12, 80, 10751, 35]",425148,en,Show Dogs,"Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",9.527,/2dvxCBUfDG2cAdkA921rERxhtcp.jpg,2018-05-18,Show Dogs,False,6.133,226,Show Dogs
53,False,/hRGxPg7RPEp1RZ0E9QsEhW2crJ1.jpg,"[99, 10402]",502183,en,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,"The story of Lynyrd Skynyrd; The Greatest American Rock Band Ever. We fly beyond Free Bird to celebrate the life & times of leader Ronnie Van Zant, from boogie-woogie beginnings in Jacksonville’s Shantytown to a tragic end in a Mississippi swamp.",4.397,/exLlZ3tQNMCMPF36tX8Vg7XCCBw.jpg,2018-03-13,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,False,7.8,24,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd
54,False,/k2JlxDZ9y5IgOKVQoFciGcWKClM.jpg,[99],862582,en,Untold: Breaking Point,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",6.649,/a8VCNVOYDgXFR7kZ9xz63uEcczg.jpg,2021-09-07,Untold: Breaking Point,False,7.676,37,Untold: Breaking Point
55,False,/3nYJv4mEl4yvIhfX1a5pmP5fFQJ.jpg,"[28, 18, 53]",871229,en,Shadow Parties,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,0.87,/uRQ7ez1HdSI0j4jSriYVtsKHnPG.jpg,2021-09-06,Shadow Parties,False,0.0,0,Shadow Parties
56,False,/f789yQcfWfBYTkVzo0ZGTodT40T.jpg,"[28, 35, 53]",442000,ml,അങ്കമാലി ഡയറീസ്,Six young friends in the small town of Angamaly tries their luck by starting a pork business lead by Vincent Pepe. They initially strike a business deal with Rajan and Ravi despite the duo having killed a close friend of theirs in a gang fight. Vincent is in love with Sakhi and plan to immigrate abroad with her. But their plans hit a road bump as the deal with the gangsters hits some road bumps.,3.902,/fwxgQakS3vUQIzgJMphQWHxAqr2.jpg,2017-03-03,Angamaly Diaries,False,7.319,47,Angamaly Diaries
57,False,/h0sssDRsUoaQrvhuoJJ1FaMEXyl.jpg,[10751],500705,en,A Horse from Heaven,"A troubled girl finds faith, hope, and healing through a relationship with a wounded horse.",2.269,/1czsAXl9sGD5eS7LlaA6qC7mihZ.jpg,2018-06-09,A Champion Heart,False,7.8,25,A Champion Heart
58,False,/A2tQrEbK8T9gxa6kLW7Fc65EXlO.jpg,"[36, 18]",649394,en,Worth,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",11.105,/xMFKTgRRCxfZGmFQVxBsQYAQufo.jpg,2021-07-21,Worth,False,6.746,248,Worth
59,False,/pua7gLu3O5beOq46xQg6BfLzORl.jpg,"[14, 35, 18]",785457,en,Afterlife of the Party,A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,12.817,/1bkcOEt4zvc5tBl6xFxTbkSqhEQ.jpg,2021-09-02,Afterlife of the Party,False,6.831,403,Afterlife of the Party
60,False,,[],697079,en,Anjaam,A family drama highlighting a mother-daughter relationship that evolves and survives the test of time.,0.6,/6alkinXDEMx8S2DT61QypIKPlRJ.jpg,1987-02-13,Anjaam,False,6.0,1,Anjaam
61,False,/nnyaQslEbd2ST1FAhuDyF4228mb.jpg,"[18, 10749]",29963,en,Bright Star,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",8.617,/csN6y4nq2kaBiegHaGw0DGp4plf.jpg,2009-11-05,Bright Star,False,6.6,392,Bright Star
62,False,/8Q09GgC37ITXDPQkMRfxQ9q1euk.jpg,"[18, 35]",320873,hi,धनक,Orphaned siblings Pari and Chotu embark on a journey to restore Chotu's eyesight.,3.155,/cfn8cy2VGKIs7jWfEvcyzKrESTM.jpg,2015-02-02,Dhanak,False,7.268,41,Dhanak
63,False,/czJ2mC7fMhh4rRJ5UPaKb7fkKqo.jpg,[99],728125,de,Final Account,A depiction of the last living generation of German participants in Adolf Hitler’s Third Reich.,2.577,/b8LYTQnsppdRGxzkYmd94ZtWzfj.jpg,2021-05-21,Final Account,False,7.2,14,Final Account
